Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperature (),Set Value (),u (),u_sum (),de ()
9206,1673971228874,27.05,33.0,1.0,637.275,0.0
9207,1673971229040,27.05,33.0,1.0,638.256,0.0
9208,1673971229205,27.03,33.0,1.0,639.237,0.0
9209,1673971229372,27.05,33.0,1.0,640.222,0.0
9210,1673971229538,27.05,33.0,1.0,641.203,0.0
9211,1673971229704,27.05,33.0,1.0,642.213,0.0
9212,1673971229869,27.05,33.0,1.0,643.194,0.0
9213,1673971230036,27.04,33.0,1.0,644.175,0.0
9214,1673971230203,27.05,33.0,1.0,645.158,0.0
9215,1673971230367,27.05,33.0,1.0,646.139,0.0
9216,1673971230534,27.05,33.0,1.0,647.15,0.0
9217,1673971230700,27.04,33.0,1.0,648.131,0.0
9218,1673971230866,27.05,33.0,1.0,649.113,0.0
9219,1673971231032,27.05,33.0,1.0,650.094,0.0
9220,1673971231197,27.05,33.0,1.0,651.075,0.0
9221,1673971231363,27.04,33.0,1.0,652.086,0.0
9222,1673971231530,27.04,33.0,1.0,653.069,0.0
9223,1673971231696,27.06,33.0,1.0,654.052,0.0
9224,1673971231862,27.04,33.0,1.0,655.033,0.0
9225,1673971232027,27.04,33.0,1.0,656.016,0.0
9226,1673971232194,27.04,33.0,1.0,657.028,0.0
9227,1673971232360,27.06,33.0,1.0,658.011,0.0
9228,1673971232526,27.05,33.0,1.0,658.992,0.0
9229,1673971232692,27.05,33.0,1.0,659.973,0.0
9230,1673971232857,27.04,33.0,1.0,660.954,0.0
9231,1673971233023,27.04,33.0,1.0,661.966,0.0
9232,1673971233190,27.04,33.0,1.0,662.949,0.0
9233,1673971233355,27.04,33.0,1.0,663.932,0.0
9234,1673971233522,27.05,33.0,1.0,664.915,0.0
9235,1673971233688,27.05,33.0,1.0,665.896,0.0
9236,1673971233854,27.05,33.0,1.0,666.907,0.0
9237,1673971234020,27.06,33.0,1.0,667.888,0.0
9238,1673971234185,27.04,33.0,1.0,668.869,0.0
9239,1673971234352,27.05,33.0,1.0,669.851,0.0
9240,1673971234517,27.04,33.0,1.0,670.832,0.0
9241,1673971234684,27.05,33.0,1.0,671.845,0.0
9242,1673971234849,27.05,33.0,1.0,672.826,0.0
9243,1673971235016,27.05,33.0,1.0,673.807,0.0
9244,1673971235182,27.04,33.0,1.0,674.788,0.0
9245,1673971235347,27.05,33.0,1.0,675.771,0.0
9246,1673971235513,27.05,33.0,1.0,676.781,0.0
9247,1673971235680,27.04,33.0,1.0,677.762,0.0
9248,1673971235846,27.05,33.0,1.0,678.745,0.0
9249,1673971236012,27.04,33.0,1.0,679.726,0.0
9250,1673971236177,27.05,33.0,1.0,680.709,0.0
9251,1673971236344,27.05,33.0,1.0,681.719,0.0
9252,1673971236509,27.05,33.0,1.0,682.7,0.0
9253,1673971236676,27.05,33.0,1.0,683.681,0.0
9254,1673971236842,27.05,33.0,1.0,684.662,0.0
9255,1673971237008,27.05,33.0,1.0,685.643,0.0
9256,1673971237174,27.05,33.0,1.0,686.654,0.0
9257,1673971237339,27.05,33.0,1.0,687.635,0.0
9258,1673971237505,27.05,33.0,1.0,688.615,0.0
9259,1673971237672,27.05,33.0,1.0,689.596,0.0
9260,1673971237837,27.05,33.0,1.0,690.577,0.0
9261,1673971238004,27.05,33.0,1.0,691.588,0.0
9262,1673971238169,27.05,33.0,1.0,692.569,0.0
9263,1673971238336,27.04,33.0,1.0,693.55,0.0
9264,1673971238501,27.05,33.0,1.0,694.533,0.0
9265,1673971238668,27.05,33.0,1.0,695.513,0.0
9266,1673971238834,27.05,33.0,1.0,696.524,0.0
9267,1673971239000,27.05,33.0,1.0,697.505,0.0
9268,1673971239166,27.04,33.0,1.0,698.486,0.0
9269,1673971239331,27.05,33.0,1.0,699.469,0.0
9270,1673971239498,27.04,33.0,1.0,700.45,0.0
9271,1673971239664,27.04,33.0,1.0,701.462,0.0
9272,1673971239829,27.04,33.0,1.0,702.445,0.0
9273,1673971239996,27.05,33.0,1.0,703.428,0.0
9274,1673971240161,27.04,33.0,1.0,704.409,0.0
9275,1673971240328,27.04,33.0,1.0,705.392,0.0
9276,1673971240494,27.04,33.0,1.0,706.405,0.0
9277,1673971240659,27.04,33.0,1.0,707.388,0.0
9278,1673971240826,27.04,33.0,1.0,708.371,0.0
9279,1673971240992,27.05,33.0,1.0,709.353,0.0
9280,1673971241158,27.04,33.0,1.0,710.334,0.0
9281,1673971241324,27.04,33.0,1.0,711.347,0.0
9282,1673971241489,27.04,33.0,1.0,712.33,0.0
9283,1673971241656,27.04,33.0,1.0,713.313,0.0
9284,1673971241822,27.04,33.0,1.0,714.296,0.0
9285,1673971241988,27.05,33.0,1.0,715.279,0.0
9286,1673971242154,27.04,33.0,1.0,716.289,0.0
9287,1673971242321,27.04,33.0,1.0,717.272,0.0
9288,1673971242486,27.04,33.0,1.0,718.255,0.0
9289,1673971242651,27.05,33.0,1.0,719.238,0.0
9290,1673971242818,27.05,33.0,1.0,720.219,0.0
9291,1673971242984,27.03,33.0,1.0,721.23,0.0
9292,1673971243149,27.04,33.0,1.0,722.214,0.0
9293,1673971243316,27.04,33.0,1.0,723.197,0.0
9294,1673971243481,27.04,33.0,1.0,724.18,0.0
9295,1673971243648,27.04,33.0,1.0,725.163,0.0
9296,1673971243814,27.05,33.0,1.0,726.176,0.0
9297,1673971243980,27.05,33.0,1.0,727.157,0.0
9298,1673971244146,27.05,33.0,1.0,728.138,0.0
9299,1673971244311,27.04,33.0,1.0,729.119,0.0
9300,1673971244478,27.03,33.0,1.0,730.102,0.0
9301,1673971244643,27.04,33.0,1.0,731.116,0.0
9302,1673971244810,27.04,33.0,1.0,732.099,0.0
9303,1673971244976,27.04,33.0,1.0,733.082,0.0
9304,1673971245141,27.04,33.0,1.0,734.065,0.0
9305,1673971245308,27.04,33.0,1.0,735.048,0.0
9306,1673971245474,27.05,33.0,1.0,736.061,0.0
9307,1673971245640,27.05,33.0,1.0,737.042,0.0
9308,1673971245806,27.04,33.0,1.0,738.022,0.0
9309,1673971245972,27.04,33.0,1.0,739.005,0.0
9310,1673971246138,27.05,33.0,1.0,739.988,0.0
9311,1673971246304,27.05,33.0,1.0,740.999,0.0
9312,1673971246470,27.04,33.0,1.0,741.98,0.0
9313,1673971246636,27.06,33.0,1.0,742.963,0.0
9314,1673971246802,27.04,33.0,1.0,743.944,0.0
9315,1673971246968,27.04,33.0,1.0,744.926,0.0
9316,1673971247134,27.04,33.0,1.0,745.939,0.0
9317,1673971247300,27.05,33.0,1.0,746.922,0.0
9318,1673971247466,27.04,33.0,1.0,747.903,0.0
9319,1673971247632,27.05,33.0,1.0,748.886,0.0
9320,1673971247798,27.04,33.0,1.0,749.867,0.0
9321,1673971247963,27.05,33.0,1.0,750.879,0.0
9322,1673971248130,27.05,33.0,1.0,751.86,0.0
9323,1673971248296,27.05,33.0,1.0,752.841,0.0
9324,1673971248461,27.05,33.0,1.0,753.822,0.0
9325,1673971248628,27.05,33.0,1.0,754.803,0.0
9326,1673971248793,27.05,33.0,1.0,755.814,0.0
9327,1673971248960,27.03,33.0,1.0,756.795,0.0
9328,1673971249126,27.04,33.0,1.0,757.779,0.0
9329,1673971249291,27.05,33.0,1.0,758.762,0.0
9330,1673971249458,27.04,33.0,1.0,759.743,0.0
9331,1673971249623,27.04,33.0,1.0,760.756,0.0
9332,1673971249790,27.04,33.0,1.0,761.739,0.0
9333,1673971249956,27.05,33.0,1.0,762.722,0.0
9334,1673971250122,27.04,33.0,1.0,763.703,0.0
9335,1673971250288,27.05,33.0,1.0,764.686,0.0
9336,1673971250454,27.05,33.0,1.0,765.696,0.0
9337,1673971250620,27.05,33.0,1.0,766.677,0.0
9338,1673971250785,27.04,33.0,1.0,767.658,0.0
9339,1673971250952,27.06,33.0,1.0,768.641,0.0
9340,1673971251118,27.05,33.0,1.0,769.622,0.0
9341,1673971251284,27.03,33.0,1.0,770.632,0.0
9342,1673971251450,27.05,33.0,1.0,771.617,0.0
9343,1673971251616,27.05,33.0,1.0,772.598,0.0
9344,1673971251782,27.04,33.0,1.0,773.579,0.0
9345,1673971251948,27.04,33.0,1.0,774.562,0.0
9346,1673971252113,27.05,33.0,1.0,775.575,0.0
9347,1673971252280,27.05,33.0,1.0,776.556,0.0
9348,1673971252446,27.04,33.0,1.0,777.537,0.0
9349,1673971252612,27.04,33.0,1.0,778.519,0.0
9350,1673971252778,27.04,33.0,1.0,779.502,0.0
9351,1673971252943,27.04,33.0,1.0,780.515,0.0
9352,1673971253110,27.05,33.0,1.0,781.498,0.0
9353,1673971253276,27.04,33.0,1.0,782.479,0.0
9354,1673971253442,27.05,33.0,1.0,783.462,0.0
9355,1673971253608,27.05,33.0,1.0,784.443,0.0
9356,1673971253774,27.04,33.0,1.0,785.453,0.0
9357,1673971253940,27.04,33.0,1.0,786.436,0.0
9358,1673971254106,27.04,33.0,1.0,787.419,0.0
9359,1673971254272,27.03,33.0,1.0,788.402,0.0
9360,1673971254438,27.04,33.0,1.0,789.387,0.0
9361,1673971254604,27.05,33.0,1.0,790.4,0.0
9362,1673971254769,27.04,33.0,1.0,791.381,0.0
9363,1673971254936,27.05,33.0,1.0,792.363,0.0
9364,1673971255102,27.04,33.0,1.0,793.344,0.0
9365,1673971255268,27.04,33.0,1.0,794.327,0.0
9366,1673971255434,27.04,33.0,1.0,795.34,0.0
9367,1673971255600,27.03,33.0,1.0,796.323,0.0
9368,1673971255766,27.04,33.0,1.0,797.308,0.0
9369,1673971255932,27.05,33.0,1.0,798.291,0.0
9370,1673971256098,27.05,33.0,1.0,799.272,0.0
9371,1673971256264,27.03,33.0,1.0,800.282,0.0
9372,1673971256430,27.04,33.0,1.0,801.267,0.0
9373,1673971256595,27.04,33.0,1.0,802.25,0.0
9374,1673971256762,27.05,33.0,1.0,803.233,0.0
9375,1673971256928,27.04,33.0,1.0,804.214,0.0
9376,1673971257094,27.04,33.0,1.0,805.227,0.0
9377,1673971257260,27.05,33.0,1.0,806.209,0.0
9378,1673971257425,27.04,33.0,1.0,807.19,0.0
9379,1673971257592,27.04,33.0,1.0,808.173,0.0
9380,1673971257758,27.04,33.0,1.0,809.156,0.0
9381,1673971257924,27.04,33.0,1.0,810.169,0.0
9382,1673971258090,27.04,33.0,1.0,811.152,0.0
9383,1673971258255,27.04,33.0,1.0,812.135,0.0
9384,1673971258422,27.04,33.0,1.0,813.118,0.0
9385,1673971258588,27.03,33.0,1.0,814.101,0.0
9386,1673971258753,27.04,33.0,1.0,815.115,0.0
9387,1673971258920,27.05,33.0,1.0,816.098,0.0
9388,1673971259085,27.05,33.0,1.0,817.079,0.0
9389,1673971259252,27.05,33.0,1.0,818.06,0.0
9390,1673971259417,27.03,33.0,1.0,819.041,0.0
9391,1673971259584,27.05,33.0,1.0,820.056,0.0
9392,1673971259750,27.04,33.0,1.0,821.037,0.0
9393,1673971259915,27.05,33.0,1.0,822.019,0.0
9394,1673971260082,27.05,33.0,1.0,823.0,0.0
9395,1673971260247,27.05,33.0,1.0,823.981,0.0
9396,1673971260414,27.04,33.0,1.0,824.992,0.0
9397,1673971260580,27.04,33.0,1.0,825.975,0.0
9398,1673971260745,27.03,33.0,1.0,826.958,0.0
9399,1673971260913,27.04,33.0,1.0,827.943,0.0
9400,1673971261078,27.03,33.0,1.0,828.926,0.0
9401,1673971261244,27.03,33.0,1.0,829.94,0.0
9402,1673971261411,27.04,33.0,1.0,830.925,0.0
9403,1673971261577,27.04,33.0,1.0,831.908,0.0
9404,1673971261743,27.04,33.0,1.0,832.891,0.0
9405,1673971261909,27.04,33.0,1.0,833.874,0.0
9406,1673971262075,27.04,33.0,1.0,834.887,0.0
9407,1673971262241,27.04,33.0,1.0,835.87,0.0
9408,1673971262406,27.04,33.0,1.0,836.852,0.0
9409,1673971262573,27.05,33.0,1.0,837.835,0.0
9410,1673971262739,27.04,33.0,1.0,838.816,0.0
9411,1673971262905,27.04,33.0,1.0,839.829,0.0
9412,1673971263071,27.05,33.0,1.0,840.812,0.0
9413,1673971263237,27.05,33.0,1.0,841.793,0.0
9414,1673971263403,27.03,33.0,1.0,842.774,0.0
9415,1673971263569,27.04,33.0,1.0,843.759,0.0
9416,1673971263735,27.04,33.0,1.0,844.771,0.0
9417,1673971263901,27.03,33.0,1.0,845.754,0.0
9418,1673971264067,27.04,33.0,1.0,846.739,0.0
9419,1673971264233,27.04,33.0,1.0,847.722,0.0
9420,1673971264399,27.03,33.0,1.0,848.705,0.0
9421,1673971264565,27.04,33.0,1.0,849.72,0.0
9422,1673971264731,27.04,33.0,1.0,850.703,0.0
9423,1673971264897,27.04,33.0,1.0,851.686,0.0
9424,1673971265063,27.04,33.0,1.0,852.668,0.0
9425,1673971265229,27.03,33.0,1.0,853.651,0.0
9426,1673971265395,27.04,33.0,1.0,854.666,0.0
9427,1673971265561,27.03,33.0,1.0,855.649,0.0
9428,1673971265727,27.03,33.0,1.0,856.634,0.0
9429,1673971265893,27.04,33.0,1.0,857.619,0.0
9430,1673971266058,27.04,33.0,1.0,858.602,0.0
9431,1673971266225,27.04,33.0,1.0,859.615,0.0
9432,1673971266391,27.04,33.0,1.0,860.597,0.0
9433,1673971266557,27.04,33.0,1.0,861.58,0.0
9434,1673971266723,27.04,33.0,1.0,862.563,0.0
9435,1673971266889,27.04,33.0,1.0,863.546,0.0
9436,1673971267055,27.03,33.0,1.0,864.559,0.0
9437,1673971267221,27.04,33.0,1.0,865.544,0.0
9438,1673971267387,27.03,33.0,1.0,866.527,0.0
9439,1673971267553,27.04,33.0,1.0,867.512,0.0
9440,1673971267720,27.03,33.0,1.0,868.495,0.0
9441,1673971267885,27.03,33.0,1.0,869.509,0.0
9442,1673971268050,27.04,33.0,1.0,870.494,0.0
9443,1673971268217,27.04,33.0,1.0,871.477,0.0
9444,1673971268383,27.03,33.0,1.0,872.46,0.0
9445,1673971268548,27.03,33.0,1.0,873.445,0.0
9446,1673971268715,27.03,33.0,1.0,874.46,0.0
9447,1673971268880,27.04,33.0,1.0,875.445,0.0
9448,1673971269046,27.02,33.0,1.0,876.428,0.0
9449,1673971269213,27.03,33.0,1.0,877.414,0.0
9450,1673971269379,27.04,33.0,1.0,878.399,0.0
9451,1673971269545,27.04,33.0,1.0,879.412,0.0
9452,1673971269711,27.04,33.0,1.0,880.395,0.0
9453,1673971269877,27.03,33.0,1.0,881.378,0.0
9454,1673971270043,27.04,33.0,1.0,882.363,0.0
9455,1673971270209,27.04,33.0,1.0,883.346,0.0
9456,1673971270375,27.04,33.0,1.0,884.358,0.0
9457,1673971270540,27.03,33.0,1.0,885.341,0.0
9458,1673971270707,27.04,33.0,1.0,886.326,0.0
9459,1673971270873,27.03,33.0,1.0,887.309,0.0
9460,1673971271039,27.03,33.0,1.0,888.294,0.0
9461,1673971271205,27.03,33.0,1.0,889.309,0.0
9462,1673971271370,27.04,33.0,1.0,890.294,0.0
9463,1673971271537,27.04,33.0,1.0,891.277,0.0
9464,1673971271703,27.04,33.0,1.0,892.26,0.0
9465,1673971271869,27.04,33.0,1.0,893.243,0.0
9466,1673971272035,27.04,33.0,1.0,894.255,0.0
9467,1673971272200,27.03,33.0,1.0,895.238,0.0
9468,1673971272367,27.03,33.0,1.0,896.223,0.0
9469,1673971272533,27.03,33.0,1.0,897.208,0.0
9470,1673971272699,27.04,33.0,1.0,898.193,0.0
9471,1673971272865,27.03,33.0,1.0,899.206,0.0
9472,1673971273031,27.04,33.0,1.0,900.191,0.0
9473,1673971273197,27.04,33.0,1.0,901.173,0.0
9474,1673971273363,27.04,33.0,1.0,902.156,0.0
9475,1673971273529,27.04,33.0,1.0,903.139,0.0
9476,1673971273695,27.04,33.0,1.0,904.152,0.0
9477,1673971273861,27.04,33.0,1.0,905.135,0.0
9478,1673971274027,27.03,33.0,1.0,906.118,0.0
9479,1673971274192,27.04,33.0,1.0,907.103,0.0
9480,1673971274359,27.04,33.0,1.0,908.086,0.0
9481,1673971274525,27.04,33.0,1.0,909.098,0.0
9482,1673971274691,27.04,33.0,1.0,910.081,0.0
9483,1673971274857,27.04,33.0,1.0,911.064,0.0
9484,1673971275023,27.04,33.0,1.0,912.047,0.0
9485,1673971275189,27.03,33.0,1.0,913.03,0.0
9486,1673971275355,27.04,33.0,1.0,914.045,0.0
9487,1673971275520,27.04,33.0,1.0,915.028,0.0
9488,1673971275687,27.04,33.0,1.0,916.011,0.0
9489,1673971275853,27.03,33.0,1.0,916.993,0.0
9490,1673971276019,27.04,33.0,1.0,917.978,0.0
9491,1673971276185,27.04,33.0,1.0,918.991,0.0
9492,1673971276350,27.03,33.0,1.0,919.974,0.0
9493,1673971276517,27.03,33.0,1.0,920.959,0.0
9494,1673971276683,27.04,33.0,1.0,921.944,0.0
9495,1673971276849,27.03,33.0,1.0,922.927,0.0
9496,1673971277015,27.04,33.0,1.0,923.942,0.0
9497,1673971277181,27.04,33.0,1.0,924.924,0.0
9498,1673971277347,27.04,33.0,1.0,925.907,0.0
9499,1673971277513,27.04,33.0,1.0,926.89,0.0
9500,1673971277679,27.03,33.0,1.0,927.873,0.0
9501,1673971277845,27.03,33.0,1.0,928.888,0.0
9502,1673971278011,27.03,33.0,1.0,929.873,0.0
9503,1673971278177,27.03,33.0,1.0,930.858,0.0
9504,1673971278343,27.03,33.0,1.0,931.843,0.0
9505,1673971278509,27.03,33.0,1.0,932.828,0.0
9506,1673971278675,27.03,33.0,1.0,933.842,0.0
9507,1673971278841,27.04,33.0,1.0,934.827,0.0
9508,1673971279007,27.03,33.0,1.0,935.81,0.0
9509,1673971279173,27.03,33.0,1.0,936.795,0.0
9510,1673971279339,27.03,33.0,1.0,937.78,0.0
9511,1673971279505,27.04,33.0,1.0,938.795,0.0
9512,1673971279671,27.03,33.0,1.0,939.778,0.0
9513,1673971279837,27.03,33.0,1.0,940.763,0.0
9514,1673971280003,27.04,33.0,1.0,941.748,0.0
9515,1673971280169,27.03,33.0,1.0,942.731,0.0
9516,1673971280335,27.03,33.0,1.0,943.745,0.0
9517,1673971280501,27.03,33.0,1.0,944.73,0.0
9518,1673971280667,27.03,33.0,1.0,945.715,0.0
9519,1673971280833,27.04,33.0,1.0,946.7,0.0
9520,1673971280999,27.03,33.0,1.0,947.683,0.0
9521,1673971281165,27.03,33.0,1.0,948.698,0.0
9522,1673971281331,27.04,33.0,1.0,949.683,0.0
9523,1673971281497,27.03,33.0,1.0,950.666,0.0
9524,1673971281663,27.03,33.0,1.0,951.651,0.0
9525,1673971281829,27.04,33.0,1.0,952.635,0.0
9526,1673971281995,27.03,33.0,1.0,953.648,0.0
9527,1673971282161,27.03,33.0,1.0,954.633,0.0
9528,1673971282327,27.03,33.0,1.0,955.618,0.0
9529,1673971282492,27.03,33.0,1.0,956.603,0.0
9530,1673971282659,27.04,33.0,1.0,957.588,0.0
9531,1673971282825,27.04,33.0,1.0,958.601,0.0
9532,1673971282991,27.04,33.0,1.0,959.583,0.0
9533,1673971283157,27.03,33.0,1.0,960.566,0.0
9534,1673971283323,27.04,33.0,1.0,961.551,0.0
9535,1673971283489,27.03,33.0,1.0,962.534,0.0
9536,1673971283655,27.03,33.0,1.0,963.549,0.0
9537,1673971283821,27.03,33.0,1.0,964.534,0.0
9538,1673971283987,27.04,33.0,1.0,965.519,0.0
9539,1673971284153,27.03,33.0,1.0,966.502,0.0
9540,1673971284319,27.03,33.0,1.0,967.487,0.0
9541,1673971284485,27.02,33.0,1.0,968.501,0.0
9542,1673971284651,27.03,33.0,1.0,969.488,0.0
9543,1673971284817,27.04,33.0,1.0,970.473,0.0
9544,1673971284983,27.04,33.0,1.0,971.456,0.0
9545,1673971285149,27.03,33.0,1.0,972.439,0.0
9546,1673971285314,27.03,33.0,1.0,973.454,0.0
9547,1673971285481,27.03,33.0,1.0,974.439,0.0
9548,1673971285647,27.03,33.0,1.0,975.424,0.0
9549,1673971285813,27.03,33.0,1.0,976.409,0.0
9550,1673971285979,27.03,33.0,1.0,977.394,0.0
9551,1673971286145,27.03,33.0,1.0,978.408,0.0
9552,1673971286311,27.04,33.0,1.0,979.393,0.0
9553,1673971286477,27.03,33.0,1.0,980.376,0.0
9554,1673971286643,27.03,33.0,1.0,981.361,0.0
9555,1673971286809,27.04,33.0,1.0,982.346,0.0
9556,1673971286975,27.04,33.0,1.0,983.359,0.0
9557,1673971287141,27.04,33.0,1.0,984.342,0.0
9558,1673971287307,27.04,33.0,1.0,985.325,0.0
9559,1673971287473,27.03,33.0,1.0,986.307,0.0
9560,1673971287639,27.03,33.0,1.0,987.292,0.0
9561,1673971287805,27.03,33.0,1.0,988.307,0.0
9562,1673971287971,27.04,33.0,1.0,989.292,0.0
9563,1673971288137,27.03,33.0,1.0,990.275,0.0
9564,1673971288303,27.03,33.0,1.0,991.26,0.0
9565,1673971288469,27.04,33.0,1.0,992.245,0.0
9566,1673971288635,27.04,33.0,1.0,993.258,0.0
9567,1673971288801,27.04,33.0,1.0,994.24,0.0
9568,1673971288967,27.03,33.0,1.0,995.223,0.0
9569,1673971289133,27.04,33.0,1.0,996.208,0.0
9570,1673971289299,27.02,33.0,1.0,997.191,0.0
9571,1673971289465,27.03,33.0,1.0,998.208,0.0
9572,1673971289631,27.03,33.0,1.0,999.193,0.0
9573,1673971289797,27.03,33.0,1.0,1000.178,0.0
9574,1673971289963,27.04,33.0,1.0,1001.163,0.0
9575,1673971290129,27.04,33.0,1.0,1002.146,0.0
9576,1673971290295,27.04,33.0,1.0,1003.158,0.0
9577,1673971290461,27.03,33.0,1.0,1004.141,0.0
9578,1673971290627,27.04,33.0,1.0,1005.126,0.0
9579,1673971290793,27.03,33.0,1.0,1006.109,0.0
9580,1673971290959,27.04,33.0,1.0,1007.094,0.0
9581,1673971291125,27.03,33.0,1.0,1008.107,0.0
9582,1673971291291,27.03,33.0,1.0,1009.092,0.0
9583,1673971291457,27.03,33.0,1.0,1010.077,0.0
9584,1673971291623,27.03,33.0,1.0,1011.062,0.0
9585,1673971291789,27.03,33.0,1.0,1012.046,0.0
9586,1673971291955,27.03,33.0,1.0,1013.061,0.0
9587,1673971292121,27.03,33.0,1.0,1014.046,0.0
9588,1673971292287,27.03,33.0,1.0,1015.031,0.0
9589,1673971292453,27.04,33.0,1.0,1016.016,0.0
9590,1673971292619,27.03,33.0,1.0,1016.999,0.0
9591,1673971292785,27.04,33.0,1.0,1018.014,0.0
9592,1673971292951,27.03,33.0,1.0,1018.997,0.0
9593,1673971293117,27.03,33.0,1.0,1019.982,0.0
9594,1673971293283,27.03,33.0,1.0,1020.966,0.0
9595,1673971293449,27.04,33.0,1.0,1021.951,0.0
9596,1673971293615,27.03,33.0,1.0,1022.964,0.0
9597,1673971293781,27.03,33.0,1.0,1023.949,0.0
9598,1673971293947,27.03,33.0,1.0,1024.936,0.0
9599,1673971294113,27.02,33.0,1.0,1025.923,0.0
9600,1673971294278,27.02,33.0,1.0,1026.91,0.0
9601,1673971294445,27.03,33.0,1.0,1027.927,0.0
9602,1673971294611,27.04,33.0,1.0,1028.913,0.0
9603,1673971294777,27.04,33.0,1.0,1029.896,0.0
9604,1673971294943,27.03,33.0,1.0,1030.879,0.0
9605,1673971295109,27.03,33.0,1.0,1031.866,0.0
9606,1673971295275,27.03,33.0,1.0,1032.883,0.0
9607,1673971295441,27.04,33.0,1.0,1033.87,0.0
9608,1673971295607,27.03,33.0,1.0,1034.853,0.0
9609,1673971295773,27.03,33.0,1.0,1035.84,0.0
9610,1673971295939,27.02,33.0,1.0,1036.827,0.0
9611,1673971296105,27.03,33.0,1.0,1037.844,0.0
9612,1673971296271,27.04,33.0,1.0,1038.831,0.0
9613,1673971296436,27.02,33.0,1.0,1039.813,0.0
9614,1673971296603,27.03,33.0,1.0,1040.8,0.0
9615,1673971296769,27.03,33.0,1.0,1041.787,0.0
9616,1673971296935,27.03,33.0,1.0,1042.804,0.0
9617,1673971297100,27.03,33.0,1.0,1043.791,0.0
9618,1673971297267,27.03,33.0,1.0,1044.778,0.0
9619,1673971297433,27.03,33.0,1.0,1045.765,0.0
9620,1673971297599,27.03,33.0,1.0,1046.752,0.0
9621,1673971297765,27.04,33.0,1.0,1047.769,0.0
9622,1673971297931,27.03,33.0,1.0,1048.752,0.0
9623,1673971298097,27.03,33.0,1.0,1049.739,0.0
9624,1673971298263,27.03,33.0,1.0,1050.726,0.0
9625,1673971298428,27.03,33.0,1.0,1051.713,0.0
9626,1673971298595,27.03,33.0,1.0,1052.729,0.0
9627,1673971298760,27.03,33.0,1.0,1053.716,0.0
9628,1673971298926,27.03,33.0,1.0,1054.703,0.0
9629,1673971299093,27.03,33.0,1.0,1055.69,0.0
9630,1673971299259,27.03,33.0,1.0,1056.677,0.0
9631,1673971299425,27.02,33.0,1.0,1057.694,0.0
9632,1673971299591,27.03,33.0,1.0,1058.681,0.0
9633,1673971299757,27.02,33.0,1.0,1059.668,0.0
9634,1673971299923,27.03,33.0,1.0,1060.655,0.0
9635,1673971300088,27.03,33.0,1.0,1061.642,0.0
9636,1673971300255,27.02,33.0,1.0,1062.659,0.0
9637,1673971300421,27.03,33.0,1.0,1063.646,0.0
9638,1673971300587,27.03,33.0,1.0,1064.632,0.0
9639,1673971300753,27.03,33.0,1.0,1065.619,0.0
9640,1673971300919,27.03,33.0,1.0,1066.606,0.0
9641,1673971301085,27.03,33.0,1.0,1067.623,0.0
9642,1673971301251,27.04,33.0,1.0,1068.61,0.0
9643,1673971301417,27.03,33.0,1.0,1069.593,0.0
9644,1673971301583,27.04,33.0,1.0,1070.58,0.0
9645,1673971301749,27.04,33.0,1.0,1071.563,0.0
9646,1673971301915,27.03,33.0,1.0,1072.576,0.0
9647,1673971302080,27.03,33.0,1.0,1073.562,0.0
9648,1673971302247,27.02,33.0,1.0,1074.549,0.0
9649,1673971302413,27.02,33.0,1.0,1075.536,0.0
9650,1673971302579,27.03,33.0,1.0,1076.523,0.0
9651,1673971302745,27.04,33.0,1.0,1077.54,0.0
9652,1673971302910,27.01,33.0,1.0,1078.523,0.0
9653,1673971303077,27.03,33.0,1.0,1079.51,0.0
9654,1673971303243,27.03,33.0,1.0,1080.497,0.0
9655,1673971303409,27.03,33.0,1.0,1081.484,0.0
9656,1673971303575,27.02,33.0,1.0,1082.501,0.0
9657,1673971303740,27.02,33.0,1.0,1083.488,0.0
9658,1673971303907,27.02,33.0,1.0,1084.475,0.0
9659,1673971304073,27.02,33.0,1.0,1085.462,0.0
9660,1673971304239,27.03,33.0,1.0,1086.448,0.0
9661,1673971304405,27.02,33.0,1.0,1087.465,0.0
9662,1673971304571,27.03,33.0,1.0,1088.452,0.0
9663,1673971304736,27.03,33.0,1.0,1089.439,0.0
9664,1673971304903,27.02,33.0,1.0,1090.426,0.0
9665,1673971305069,27.03,33.0,1.0,1091.413,0.0
9666,1673971305235,27.03,33.0,1.0,1092.43,0.0
9667,1673971305400,27.02,33.0,1.0,1093.417,0.0
9668,1673971305567,27.02,33.0,1.0,1094.404,0.0
9669,1673971305733,27.03,33.0,1.0,1095.391,0.0
9670,1673971305899,27.03,33.0,1.0,1096.378,0.0
9671,1673971306065,27.02,33.0,1.0,1097.395,0.0
9672,1673971306231,27.03,33.0,1.0,1098.381,0.0
9673,1673971306397,27.03,33.0,1.0,1099.368,0.0
9674,1673971306562,27.02,33.0,1.0,1100.355,0.0
9675,1673971306729,27.02,33.0,1.0,1101.342,0.0
9676,1673971306895,27.03,33.0,1.0,1102.359,0.0
9677,1673971307061,27.02,33.0,1.0,1103.346,0.0
9678,1673971307227,27.03,33.0,1.0,1104.333,0.0
9679,1673971307393,27.03,33.0,1.0,1105.32,0.0
9680,1673971307559,27.02,33.0,1.0,1106.307,0.0
9681,1673971307725,27.03,33.0,1.0,1107.324,0.0
