Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temp ()
1139,1673365770457,27.1
1140,1673365770621,27.09
1141,1673365770785,27.09
1142,1673365770949,27.09
1143,1673365771113,27.09
1144,1673365771277,27.09
1145,1673365771441,27.09
1146,1673365771606,27.09
1147,1673365771769,27.08
1148,1673365771933,27.07
1149,1673365772097,27.09
1150,1673365772261,27.08
1151,1673365772425,27.09
1152,1673365772590,27.08
1153,1673365772754,27.08
1154,1673365772917,27.08
1155,1673365773082,27.07
1156,1673365773245,27.07
1157,1673365773409,27.07
1158,1673365773574,27.07
1159,1673365773737,27.07
1160,1673365773901,27.06
1161,1673365774065,27.06
1162,1673365774229,27.06
1163,1673365774394,27.06
1164,1673365774557,27.06
1165,1673365774722,27.06
1166,1673365774886,27.06
1167,1673365775049,27.05
1168,1673365775214,27.05
1169,1673365775377,27.05
1170,1673365775541,27.05
1171,1673365775705,27.05
1172,1673365775869,27.05
1173,1673365776034,27.04
1174,1673365776197,27.05
1175,1673365776361,27.05
1176,1673365776525,27.04
1177,1673365776690,27.04
1178,1673365776854,27.04
1179,1673365777018,27.04
1180,1673365777182,27.03
1181,1673365777346,27.04
1182,1673365777510,27.03
1183,1673365777673,27.03
1184,1673365777837,27.04
1185,1673365778001,27.04
1186,1673365778165,27.03
1187,1673365778329,27.03
1188,1673365778494,27.03
1189,1673365778657,27.03
1190,1673365778822,27.03
1191,1673365778985,27.03
1192,1673365779150,27.02
1193,1673365779314,27.02
1194,1673365779477,27.03
1195,1673365779642,27.03
1196,1673365779805,27.02
1197,1673365779969,27.02
1198,1673365780134,27.02
1199,1673365780297,27.03
1200,1673365780461,27.02
1201,1673365780625,27.02
1202,1673365780790,27.02
1203,1673365780953,27.01
1204,1673365781118,27.03
1205,1673365781281,27.01
1206,1673365781446,27.03
1207,1673365781609,27.02
1208,1673365781774,27.02
1209,1673365781937,27.02
1210,1673365782102,27.02
1211,1673365782266,27.02
1212,1673365782430,27.02
1213,1673365782593,27.02
1214,1673365782757,27.03
1215,1673365782923,27.02
1216,1673365783086,27.03
1217,1673365783250,27.02
1218,1673365783413,27.02
1219,1673365783578,27.03
1220,1673365783742,27.02
1221,1673365783906,27.03
1222,1673365784070,27.01
1223,1673365784234,27.02
1224,1673365784397,27.02
1225,1673365784561,27.01
1226,1673365784726,27.01
1227,1673365784889,27.01
1228,1673365785053,27.01
1229,1673365785217,27.02
1230,1673365785382,27.01
1231,1673365785545,27.02
1232,1673365785710,27.02
1233,1673365785873,27.01
1234,1673365786038,27.02
1235,1673365786201,27.01
1236,1673365786365,27.01
1237,1673365786529,27.02
1238,1673365786693,27.0
1239,1673365786858,27.02
1240,1673365787021,27.01
1241,1673365787186,27.02
1242,1673365787349,27.01
1243,1673365787513,27.01
1244,1673365787678,27.02
1245,1673365787841,27.0
1246,1673365788006,27.01
1247,1673365788169,27.02
1248,1673365788334,27.01
1249,1673365788498,27.01
1250,1673365788661,27.01
1251,1673365788826,27.01
1252,1673365788989,27.02
1253,1673365789155,27.01
1254,1673365789317,27.01
1255,1673365789481,27.01
1256,1673365789646,27.01
1257,1673365789809,27.01
1258,1673365789973,27.0
1259,1673365790137,27.01
1260,1673365790301,27.01
1261,1673365790466,27.01
1262,1673365790630,27.01
1263,1673365790795,27.01
1264,1673365790959,27.01
1265,1673365791122,27.01
1266,1673365791286,27.0
1267,1673365791451,27.01
1268,1673365791614,27.01
1269,1673365791778,27.0
1270,1673365791943,26.99
1271,1673365792106,27.01
1272,1673365792271,27.0
1273,1673365792435,27.01
1274,1673365792599,27.0
1275,1673365792762,27.0
1276,1673365792927,27.0
1277,1673365793090,27.0
1278,1673365793254,27.0
1279,1673365793419,27.01
1280,1673365793582,27.0
1281,1673365793746,27.01
1282,1673365793911,27.0
1283,1673365794074,27.01
1284,1673365794239,27.0
1285,1673365794402,26.99
1286,1673365794566,27.01
1287,1673365794731,27.01
1288,1673365794894,27.01
1289,1673365795059,27.01
1290,1673365795223,27.0
1291,1673365795386,27.01
1292,1673365795550,27.01
1293,1673365795714,27.0
1294,1673365795879,26.99
1295,1673365796042,27.0
1296,1673365796207,27.0
1297,1673365796371,27.0
1298,1673365796534,27.0
1299,1673365796698,27.0
1300,1673365796863,27.0
1301,1673365797026,27.0
1302,1673365797190,26.99
1303,1673365797355,26.99
1304,1673365797518,27.0
1305,1673365797683,26.98
1306,1673365797847,27.0
1307,1673365798011,27.0
1308,1673365798175,26.98
1309,1673365798339,27.0
1310,1673365798503,26.99
1311,1673365798666,27.0
1312,1673365798831,26.99
1313,1673365798995,26.98
1314,1673365799159,26.99
1315,1673365799322,27.0
1316,1673365799487,26.99
1317,1673365799651,26.99
1318,1673365799814,26.99
1319,1673365799979,27.0
1320,1673365800143,26.98
1321,1673365800307,26.99
1322,1673365800471,26.99
1323,1673365800634,26.99
1324,1673365800798,26.98
1325,1673365800963,26.99
1326,1673365801126,26.99
1327,1673365801291,26.99
1328,1673365801454,26.98
1329,1673365801618,26.98
1330,1673365801782,26.99
1331,1673365801946,26.98
1332,1673365802111,26.99
1333,1673365802274,26.99
1334,1673365802438,26.99
1335,1673365802602,26.98
1336,1673365802766,26.98
1337,1673365802930,26.99
1338,1673365803095,26.99
1339,1673365803258,26.97
1340,1673365803422,26.98
1341,1673365803587,26.98
1342,1673365803750,26.98
1343,1673365803914,26.97
1344,1673365804078,26.97
1345,1673365804243,26.98
1346,1673365804407,26.98
1347,1673365804571,26.98
1348,1673365804735,26.98
1349,1673365804898,26.97
1350,1673365805062,26.97
1351,1673365805226,26.98
1352,1673365805391,26.98
1353,1673365805555,26.98
1354,1673365805718,26.97
1355,1673365805883,26.98
1356,1673365806046,26.98
1357,1673365806210,26.98
1358,1673365806375,26.98
1359,1673365806539,26.98
1360,1673365806702,26.97
1361,1673365806867,26.98
1362,1673365807031,26.97
1363,1673365807195,26.98
1364,1673365807359,26.98
1365,1673365807523,26.99
1366,1673365807686,26.97
1367,1673365807850,26.97
1368,1673365808014,26.97
1369,1673365808178,26.98
1370,1673365808342,26.98
1371,1673365808507,26.98
1372,1673365808670,26.98
1373,1673365808835,26.98
1374,1673365808998,26.97
1375,1673365809163,26.98
1376,1673365809326,26.98
1377,1673365809490,26.97
1378,1673365809655,26.98
1379,1673365809819,26.98
1380,1673365809983,26.97
1381,1673365810147,26.97
1382,1673365810310,26.97
1383,1673365810475,26.97
1384,1673365810638,26.97
1385,1673365810803,26.98
1386,1673365810966,26.97
1387,1673365811131,26.98
1388,1673365811294,26.97
1389,1673365811459,26.98
1390,1673365811622,26.98
1391,1673365811787,26.98
1392,1673365811950,26.98
1393,1673365812114,26.98
1394,1673365812278,26.97
1395,1673365812443,26.97
1396,1673365812606,26.97
1397,1673365812771,26.98
1398,1673365812935,26.97
1399,1673365813098,26.98
1400,1673365813262,26.98
1401,1673365813427,26.97
1402,1673365813590,26.97
1403,1673365813754,26.97
1404,1673365813919,26.98
1405,1673365814083,26.97
1406,1673365814247,26.97
1407,1673365814411,26.97
1408,1673365814574,26.98
1409,1673365814739,26.97
1410,1673365814902,26.97
1411,1673365815066,26.97
1412,1673365815231,26.98
1413,1673365815394,26.98
1414,1673365815558,26.97
1415,1673365815722,26.97
1416,1673365815886,26.97
1417,1673365816051,26.98
1418,1673365816214,26.98
1419,1673365816378,26.96
1420,1673365816543,26.97
1421,1673365816706,26.97
1422,1673365816871,26.97
1423,1673365817035,26.96
1424,1673365817198,26.96
1425,1673365817363,26.96
1426,1673365817526,26.97
1427,1673365817690,26.97
1428,1673365817854,26.96
1429,1673365818019,26.97
1430,1673365818182,26.96
1431,1673365818347,26.97
1432,1673365818510,26.97
1433,1673365818674,26.97
1434,1673365818838,26.97
1435,1673365819003,26.97
1436,1673365819166,26.97
1437,1673365819330,26.96
1438,1673365819494,26.96
1439,1673365819659,26.96
1440,1673365819822,26.96
1441,1673365819987,26.96
1442,1673365820150,26.95
1443,1673365820314,26.96
1444,1673365820478,26.96
1445,1673365820643,26.96
1446,1673365820807,26.92
1447,1673365820970,26.96
1448,1673365821134,26.96
1449,1673365821298,26.97
1450,1673365821463,26.97
1451,1673365821626,26.96
1452,1673365821790,26.96
1453,1673365821954,26.91
1454,1673365822118,26.92
1455,1673365822282,26.96
1456,1673365822447,26.96
1457,1673365822610,26.96
1458,1673365822775,26.97
1459,1673365822938,26.96
1460,1673365823102,26.96
1461,1673365823267,26.96
1462,1673365823431,26.95
1463,1673365823594,26.91
1464,1673365823758,26.95
1465,1673365823922,26.93
1466,1673365824087,26.95
1467,1673365824251,26.95
1468,1673365824414,26.94
1469,1673365824579,26.95
1470,1673365824742,26.96
1471,1673365824907,26.95
1472,1673365825071,26.95
1473,1673365825234,26.88
1474,1673365825399,26.94
1475,1673365825562,26.95
1476,1673365825727,26.94
1477,1673365825890,26.94
1478,1673365826055,26.94
1479,1673365826218,26.94
1480,1673365826382,26.94
1481,1673365826547,26.94
1482,1673365826710,26.93
1483,1673365826875,26.88
1484,1673365827038,26.9
1485,1673365827203,26.92
1486,1673365827366,26.93
1487,1673365827531,26.93
1488,1673365827695,26.93
1489,1673365827859,26.92
1490,1673365828022,26.92
1491,1673365828187,26.92
1492,1673365828350,26.92
1493,1673365828515,26.85
1494,1673365828678,26.91
1495,1673365828842,26.91
1496,1673365829006,26.91
1497,1673365829170,26.91
1498,1673365829335,26.9
1499,1673365829498,26.91
1500,1673365829663,26.91
1501,1673365829827,26.91
1502,1673365829991,26.91
1503,1673365830154,26.91
1504,1673365830318,26.9
1505,1673365830483,26.9
1506,1673365830646,26.9
1507,1673365830811,26.9
1508,1673365830975,26.89
1509,1673365831139,26.9
1510,1673365831303,26.89
1511,1673365831467,26.89
1512,1673365831630,26.89
1513,1673365831794,26.89
1514,1673365831958,26.89
1515,1673365832123,26.89
1516,1673365832286,26.89
1517,1673365832451,26.89
1518,1673365832614,26.88
1519,1673365832778,26.87
1520,1673365832942,26.88
1521,1673365833107,26.88
1522,1673365833270,26.88
1523,1673365833435,26.88
1524,1673365833598,26.88
1525,1673365833763,26.87
1526,1673365833926,26.86
1527,1673365834091,26.87
1528,1673365834255,26.87
1529,1673365834418,26.87
1530,1673365834582,26.87
1531,1673365834746,26.87
1532,1673365834911,26.86
1533,1673365835074,26.87
1534,1673365835238,26.88
1535,1673365835403,26.86
1536,1673365835566,26.86
1537,1673365835731,26.85
1538,1673365835894,26.86
1539,1673365836058,26.85
1540,1673365836223,26.86
1541,1673365836386,26.86
1542,1673365836550,26.85
1543,1673365836715,26.86
1544,1673365836878,26.86
1545,1673365837043,26.85
1546,1673365837207,26.85
1547,1673365837370,26.84
1548,1673365837535,26.85
1549,1673365837698,26.85
1550,1673365837862,26.85
1551,1673365838027,26.86
1552,1673365838190,26.84
1553,1673365838354,26.86
1554,1673365838519,26.85
1555,1673365838683,26.85
1556,1673365838846,26.85
1557,1673365839011,26.86
1558,1673365839175,26.84
1559,1673365839339,26.84
1560,1673365839503,26.84
1561,1673365839666,26.84
1562,1673365839830,26.83
1563,1673365839995,26.83
1564,1673365840158,26.84
1565,1673365840323,26.84
1566,1673365840486,26.83
1567,1673365840651,26.84
1568,1673365840815,26.84
1569,1673365840978,26.84
1570,1673365841143,26.85
1571,1673365841306,26.84
1572,1673365841470,26.83
1573,1673365841635,26.84
1574,1673365841798,26.83
1575,1673365841963,26.83
1576,1673365842127,26.83
1577,1673365842290,26.84
1578,1673365842455,26.83
1579,1673365842619,26.84
1580,1673365842783,26.83
1581,1673365842947,26.83
1582,1673365843110,26.83
1583,1673365843275,26.83
1584,1673365843438,26.83
1585,1673365843602,26.83
1586,1673365843767,26.83
1587,1673365843931,26.84
1588,1673365844094,26.83
1589,1673365844258,26.83
1590,1673365844423,26.83
1591,1673365844587,26.83
1592,1673365844751,26.83
1593,1673365844914,26.84
1594,1673365845078,26.84
1595,1673365845242,26.83
1596,1673365845406,26.84
1597,1673365845571,26.83
1598,1673365845735,26.83
1599,1673365845898,26.83
1600,1673365846062,26.82
1601,1673365846226,26.83
1602,1673365846390,26.83
1603,1673365846555,26.83
1604,1673365846719,26.83
1605,1673365846882,26.83
1606,1673365847047,26.83
1607,1673365847211,26.83
1608,1673365847374,26.82
1609,1673365847538,26.83
1610,1673365847702,26.84
1611,1673365847867,26.83
1612,1673365848030,26.84
1613,1673365848194,26.83
1614,1673365848359,26.83
1615,1673365848522,26.84
1616,1673365848687,26.85
1617,1673365848850,26.84
1618,1673365849015,26.84
1619,1673365849178,26.84
1620,1673365849342,26.85
1621,1673365849506,26.86
1622,1673365849671,26.86
1623,1673365849834,26.85
1624,1673365849999,26.86
1625,1673365850163,26.86
1626,1673365850326,26.88
1627,1673365850490,26.88
1628,1673365850654,26.88
1629,1673365850819,26.88
1630,1673365850983,26.89
1631,1673365851147,26.9
1632,1673365851310,26.9
1633,1673365851469,26.9
1634,1673365851639,26.91
1635,1673365851803,26.92
1636,1673365851967,26.91
1637,1673365852131,26.91
1638,1673365852294,26.92
1639,1673365852459,26.93
1640,1673365852622,26.94
1641,1673365852787,26.94
1642,1673365852950,26.95
1643,1673365853114,26.96
1644,1673365853279,26.97
1645,1673365853442,26.97
1646,1673365853607,26.97
1647,1673365853770,26.98
1648,1673365853935,26.98
1649,1673365854099,26.98
1650,1673365854263,27.0
1651,1673365854427,27.0
1652,1673365854591,27.0
1653,1673365854754,27.01
1654,1673365854918,27.01
1655,1673365855082,27.02
1656,1673365855246,27.02
1657,1673365855411,27.04
1658,1673365855575,27.05
1659,1673365855739,27.04
1660,1673365855902,27.04
1661,1673365856067,27.05
1662,1673365856231,27.06
1663,1673365856394,27.07
1664,1673365856559,27.07
1665,1673365856723,27.09
1666,1673365856887,27.09
1667,1673365857051,27.11
1668,1673365857214,27.11
1669,1673365857379,27.11
1670,1673365857542,27.11
1671,1673365857706,27.13
1672,1673365857871,27.13
1673,1673365858034,27.14
1674,1673365858198,27.15
1675,1673365858362,27.15
1676,1673365858527,27.16
1677,1673365858690,27.17
1678,1673365858855,27.17
1679,1673365859019,27.18
1680,1673365859182,27.19
1681,1673365859347,27.2
1682,1673365859510,27.21
1683,1673365859674,27.22
1684,1673365859839,27.21
1685,1673365860003,27.22
1686,1673365860166,27.24
1687,1673365860330,27.24
1688,1673365860494,27.25
1689,1673365860659,27.25
1690,1673365860822,27.26
1691,1673365860986,27.27
1692,1673365861150,27.28
1693,1673365861315,27.28
1694,1673365861479,27.3
1695,1673365861643,27.3
1696,1673365861807,27.31
1697,1673365861970,27.32
1698,1673365862135,27.33
1699,1673365862299,27.33
1700,1673365862462,27.34
1701,1673365862627,27.35
1702,1673365862790,27.34
1703,1673365862954,27.35
1704,1673365863118,27.35
1705,1673365863283,27.37
1706,1673365863446,27.37
1707,1673365863610,27.39
1708,1673365863774,27.39
1709,1673365863939,27.39
1710,1673365864103,27.4
1711,1673365864266,27.41
1712,1673365864430,27.42
1713,1673365864594,27.43
1714,1673365864759,27.44
1715,1673365864922,27.45
1716,1673365865087,27.45
1717,1673365865251,27.46
1718,1673365865414,27.47
1719,1673365865578,27.47
1720,1673365865743,27.48
1721,1673365865906,27.48
1722,1673365866071,27.49
1723,1673365866235,27.5
1724,1673365866398,27.51
1725,1673365866563,27.52
1726,1673365866726,27.52
1727,1673365866891,27.54
1728,1673365867054,27.55
1729,1673365867218,27.55
1730,1673365867383,27.56
1731,1673365867546,27.55
1732,1673365867711,27.58
1733,1673365867874,27.58
1734,1673365868039,27.58
1735,1673365868202,27.59
1736,1673365868366,27.6
1737,1673365868530,27.6
1738,1673365868694,27.61
1739,1673365868858,27.63
1740,1673365869023,27.63
1741,1673365869186,27.64
1742,1673365869350,27.65
1743,1673365869515,27.66
1744,1673365869679,27.66
1745,1673365869842,27.68
1746,1673365870007,27.67
1747,1673365870170,27.69
1748,1673365870335,27.69
1749,1673365870498,27.7
1750,1673365870662,27.7
1751,1673365870827,27.72
1752,1673365870991,27.73
1753,1673365871154,27.74
1754,1673365871318,27.74
1755,1673365871483,27.74
1756,1673365871647,27.77
1757,1673365871811,27.77
1758,1673365871974,27.78
1759,1673365872138,27.78
1760,1673365872303,27.8
1761,1673365872467,27.8
1762,1673365872630,27.8
1763,1673365872795,27.81
1764,1673365872958,27.82
1765,1673365873122,27.83
1766,1673365873287,27.84
1767,1673365873450,27.84
1768,1673365873614,27.86
1769,1673365873778,27.87
1770,1673365873943,27.87
1771,1673365874106,27.87
1772,1673365874270,27.89
1773,1673365874435,27.89
1774,1673365874599,27.91
1775,1673365874763,27.92
1776,1673365874926,27.92
1777,1673365875091,27.93
1778,1673365875255,27.93
1779,1673365875418,27.94
1780,1673365875582,27.93
1781,1673365875747,27.95
1782,1673365875910,27.97
1783,1673365876075,27.97
1784,1673365876239,27.98
1785,1673365876402,27.99
1786,1673365876567,27.99
1787,1673365876730,28.0
1788,1673365876894,28.01
1789,1673365877058,28.01
1790,1673365877222,28.02
1791,1673365877387,28.03
1792,1673365877551,28.04
1793,1673365877715,28.05
1794,1673365877879,28.05
1795,1673365878042,28.06
1796,1673365878207,28.07
1797,1673365878371,28.07
1798,1673365878535,28.09
1799,1673365878698,28.1
1800,1673365878863,28.11
1801,1673365879027,28.12
1802,1673365879190,28.12
1803,1673365879354,28.13
1804,1673365879518,28.13
1805,1673365879682,28.15
1806,1673365879846,28.15
1807,1673365880010,28.17
1808,1673365880175,28.17
1809,1673365880338,28.19
1810,1673365880503,28.19
1811,1673365880667,28.2
1812,1673365880830,28.21
1813,1673365880994,28.21
1814,1673365881159,28.23
1815,1673365881323,28.23
1816,1673365881486,28.24
1817,1673365881650,28.25
1818,1673365881814,28.26
1819,1673365881979,28.25
1820,1673365882142,28.27
1821,1673365882307,28.28
1822,1673365882472,28.29
1823,1673365882635,28.29
1824,1673365882799,28.3
1825,1673365882962,28.3
1826,1673365883126,28.31
1827,1673365883290,28.33
1828,1673365883454,28.34
1829,1673365883619,28.34
1830,1673365883782,28.35
1831,1673365883947,28.36
1832,1673365884111,28.36
1833,1673365884274,28.38
1834,1673365884439,28.38
1835,1673365884602,28.39
1836,1673365884766,28.4
1837,1673365884931,28.42
1838,1673365885094,28.42
1839,1673365885258,28.42
1840,1673365885423,28.44
1841,1673365885586,28.44
1842,1673365885751,28.46
1843,1673365885914,28.46
1844,1673365886079,28.46
1845,1673365886242,28.48
1846,1673365886406,28.49
1847,1673365886570,28.49
1848,1673365886734,28.49
1849,1673365886899,28.51
1850,1673365887062,28.51
1851,1673365887227,28.51
1852,1673365887391,28.53
1853,1673365887554,28.55
1854,1673365887719,28.54
1855,1673365887883,28.56
1856,1673365888046,28.57
1857,1673365888211,28.56
1858,1673365888374,28.59
1859,1673365888539,28.59
1860,1673365888702,28.59
1861,1673365888867,28.6
1862,1673365889031,28.62
1863,1673365889195,28.63
1864,1673365889359,28.63
1865,1673365889523,28.63
1866,1673365889687,28.65
1867,1673365889850,28.65
1868,1673365890015,28.66
1869,1673365890178,28.68
1870,1673365890343,28.68
1871,1673365890506,28.69
1872,1673365890671,28.69
1873,1673365890834,28.72
1874,1673365890999,28.71
1875,1673365891162,28.71
1876,1673365891326,28.74
1877,1673365891491,28.74
1878,1673365891655,28.76
1879,1673365891819,28.76
1880,1673365891983,28.76
1881,1673365892147,28.78
1882,1673365892311,28.78
1883,1673365892475,28.81
1884,1673365892639,28.8
1885,1673365892803,28.81
1886,1673365892966,28.82
1887,1673365893130,28.82
1888,1673365893294,28.84
1889,1673365893458,28.84
1890,1673365893622,28.85
1891,1673365893786,28.86
1892,1673365893951,28.87
1893,1673365894114,28.88
1894,1673365894278,28.89
1895,1673365894443,28.89
1896,1673365894607,28.9
1897,1673365894771,28.9
1898,1673365894934,28.91
1899,1673365895098,28.92
1900,1673365895263,28.93
1901,1673365895426,28.94
1902,1673365895590,28.95
1903,1673365895755,28.95
1904,1673365895918,28.97
1905,1673365896083,28.97
1906,1673365896246,28.98
1907,1673365896411,28.98
1908,1673365896575,29.0
1909,1673365896738,29.0
1910,1673365896902,29.0
1911,1673365897066,29.03
1912,1673365897231,29.02
1913,1673365897394,29.04
1914,1673365897558,29.06
1915,1673365897723,29.06
1916,1673365897887,29.06
1917,1673365898051,29.07
1918,1673365898215,29.08
1919,1673365898378,29.08
1920,1673365898543,29.1
1921,1673365898707,29.1
1922,1673365898871,29.12
1923,1673365899034,29.11
1924,1673365899198,29.13
1925,1673365899363,29.14
1926,1673365899527,29.16
1927,1673365899691,29.15
1928,1673365899855,29.16
1929,1673365900019,29.16
1930,1673365900183,29.18
1931,1673365900346,29.19
1932,1673365900510,29.2
1933,1673365900675,29.2
1934,1673365900838,29.22
1935,1673365901002,29.21
1936,1673365901167,29.22
1937,1673365901330,29.24
1938,1673365901495,29.24
1939,1673365901659,29.25
1940,1673365901823,29.25
1941,1673365901986,29.26
1942,1673365902151,29.28
1943,1673365902315,29.27
1944,1673365902479,29.28
1945,1673365902643,29.29
1946,1673365902806,29.31
1947,1673365902970,29.31
1948,1673365903134,29.32
1949,1673365903298,29.33
1950,1673365903463,29.34
1951,1673365903627,29.34
1952,1673365903790,29.34
1953,1673365903955,29.36
1954,1673365904118,29.36
1955,1673365904283,29.38
1956,1673365904447,29.39
1957,1673365904610,29.39
1958,1673365904774,29.41
1959,1673365904938,29.4
1960,1673365905102,29.42
1961,1673365905267,29.44
1962,1673365905430,29.44
1963,1673365905595,29.44
1964,1673365905758,29.46
1965,1673365905923,29.46
1966,1673365906086,29.48
1967,1673365906250,29.47
1968,1673365906414,29.48
1969,1673365906578,29.49
1970,1673365906743,29.49
1971,1673365906907,29.51
1972,1673365907071,29.52
1973,1673365907235,29.53
1974,1673365907399,29.53
1975,1673365907562,29.54
1976,1673365907727,29.55
1977,1673365907890,29.56
1978,1673365908054,29.57
1979,1673365908219,29.58
1980,1673365908383,29.58
1981,1673365908548,29.59
1982,1673365908711,29.6
1983,1673365908875,29.6
1984,1673365909039,29.61
1985,1673365909203,29.63
1986,1673365909368,29.63
1987,1673365909531,29.64
1988,1673365909696,29.65
1989,1673365909860,29.65
1990,1673365910023,29.66
1991,1673365910187,29.67
1992,1673365910352,29.68
1993,1673365910515,29.7
1994,1673365910680,29.7
1995,1673365910843,29.7
1996,1673365911008,29.71
1997,1673365911171,29.72
1998,1673365911335,29.73
1999,1673365911500,29.74
2000,1673365911664,29.75
2001,1673365911827,29.76
2002,1673365911991,29.77
2003,1673365912155,29.76
2004,1673365912319,29.78
2005,1673365912483,29.79
2006,1673365912647,29.79
2007,1673365912812,29.8
2008,1673365912976,29.81
2009,1673365913139,29.82
2010,1673365913304,29.83
2011,1673365913467,29.82
2012,1673365913631,29.84
2013,1673365913795,29.84
2014,1673365913960,29.87
2015,1673365914123,29.88
2016,1673365914288,29.88
2017,1673365914451,29.89
2018,1673365914616,29.89
2019,1673365914779,29.91
2020,1673365914944,29.92
2021,1673365915108,29.92
2022,1673365915272,29.93
2023,1673365915436,29.93
2024,1673365915600,29.95
2025,1673365915763,29.95
2026,1673365915928,29.95
2027,1673365916092,29.97
2028,1673365916255,29.96
2029,1673365916420,29.99
2030,1673365916583,29.99
2031,1673365916747,30.01
2032,1673365916912,30.01
2033,1673365917075,30.02
2034,1673365917240,30.02
2035,1673365917404,30.03
2036,1673365917567,30.04
2037,1673365917732,30.05
2038,1673365917896,30.06
2039,1673365918060,30.06
2040,1673365918223,30.08
2041,1673365918388,30.08
2042,1673365918551,30.08
2043,1673365918716,30.1
2044,1673365918880,30.1
2045,1673365919043,30.12
2046,1673365919207,30.13
2047,1673365919371,30.14
2048,1673365919536,30.14
2049,1673365919700,30.14
2050,1673365919863,30.15
2051,1673365920027,30.16
2052,1673365920192,30.17
2053,1673365920356,30.17
2054,1673365920519,30.18
2055,1673365920684,30.19
2056,1673365920847,30.21
2057,1673365921012,30.2
2058,1673365921175,30.21
2059,1673365921340,30.22
2060,1673365921503,30.22
2061,1673365921667,30.23
2062,1673365921831,30.25
2063,1673365921995,30.25
2064,1673365922160,30.27
2065,1673365922324,30.27
2066,1673365922487,30.28
2067,1673365922652,30.29
2068,1673365922815,30.29
2069,1673365922980,30.31
2070,1673365923144,30.33
2071,1673365923307,30.32
2072,1673365923472,30.33
2073,1673365923635,30.34
2074,1673365923800,30.36
2075,1673365923963,30.36
2076,1673365924127,30.36
2077,1673365924292,30.38
2078,1673365924455,30.38
2079,1673365924620,30.39
2080,1673365924783,30.4
2081,1673365924948,30.4
2082,1673365925111,30.42
2083,1673365925276,30.42
2084,1673365925440,30.43
2085,1673365925604,30.44
2086,1673365925767,30.44
2087,1673365925932,30.46
2088,1673365926095,30.45
2089,1673365926260,30.47
2090,1673365926424,30.48
2091,1673365926587,30.48
2092,1673365926752,30.48
2093,1673365926915,30.49
2094,1673365927080,30.5
2095,1673365927243,30.5
2096,1673365927408,30.51
2097,1673365927572,30.52
2098,1673365927735,30.52
2099,1673365927900,30.53
2100,1673365928063,30.54
2101,1673365928227,30.54
2102,1673365928392,30.55
2103,1673365928556,30.56
2104,1673365928720,30.56
2105,1673365928884,30.56
2106,1673365929047,30.58
2107,1673365929212,30.58
2108,1673365929375,30.59
2109,1673365929540,30.6
2110,1673365929703,30.6
2111,1673365929867,30.61
2112,1673365930031,30.62
2113,1673365930195,30.62
2114,1673365930359,30.63
2115,1673365930524,30.63
2116,1673365930688,30.65
2117,1673365930851,30.65
2118,1673365931015,30.67
2119,1673365931180,30.67
2120,1673365931344,30.69
2121,1673365931508,30.69
2122,1673365931672,30.69
2123,1673365931835,30.71
2124,1673365931999,30.7
2125,1673365932164,30.72
2126,1673365932327,30.73
2127,1673365932492,30.73
2128,1673365932656,30.73
2129,1673365932819,30.74
2130,1673365932983,30.74
2131,1673365933147,30.76
2132,1673365933311,30.76
2133,1673365933476,30.77
2134,1673365933639,30.78
2135,1673365933804,30.78
2136,1673365933968,30.79
2137,1673365934131,30.79
2138,1673365934296,30.8
2139,1673365934459,30.82
2140,1673365934624,30.82
2141,1673365934788,30.83
2142,1673365934952,30.85
2143,1673365935115,30.84
2144,1673365935280,30.85
2145,1673365935444,30.86
2146,1673365935608,30.86
2147,1673365935771,30.87
2148,1673365935936,30.88
2149,1673365936099,30.88
2150,1673365936263,30.88
2151,1673365936428,30.89
2152,1673365936592,30.91
2153,1673365936755,30.9
2154,1673365936920,30.92
2155,1673365937084,30.93
2156,1673365937247,30.93
2157,1673365937412,30.93
2158,1673365937575,30.95
2159,1673365937740,30.96
2160,1673365937903,30.96
2161,1673365938067,30.98
2162,1673365938232,30.98
2163,1673365938396,30.99
2164,1673365938560,30.99
2165,1673365938723,31.01
2166,1673365938887,31.01
2167,1673365939051,31.02
2168,1673365939215,31.03
2169,1673365939379,31.03
2170,1673365939543,31.03
2171,1673365939708,31.04
2172,1673365939871,31.05
2173,1673365940036,31.06
2174,1673365940200,31.06
2175,1673365940364,31.07
2176,1673365940527,31.09
2177,1673365940692,31.09
2178,1673365940855,31.08
2179,1673365941019,31.1
2180,1673365941184,31.1
2181,1673365941348,31.11
2182,1673365941512,31.11
2183,1673365941675,31.14
2184,1673365941839,31.13
2185,1673365942004,31.14
2186,1673365942167,31.14
2187,1673365942332,31.15
2188,1673365942496,31.14
2189,1673365942659,31.16
2190,1673365942824,31.16
2191,1673365942987,31.17
2192,1673365943152,31.18
2193,1673365943316,31.2
2194,1673365943480,31.19
2195,1673365943643,31.21
2196,1673365943808,31.21
2197,1673365943971,31.22
2198,1673365944135,31.22
2199,1673365944299,31.23
2200,1673365944464,31.24
2201,1673365944627,31.23
2202,1673365944791,31.25
2203,1673365944955,31.26
2204,1673365945119,31.26
2205,1673365945284,31.28
2206,1673365945448,31.27
2207,1673365945611,31.3
2208,1673365945776,31.29
2209,1673365945939,31.31
2210,1673365946103,31.31
2211,1673365946268,31.31
