Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temp ()
2212,1673365946432,31.32
2213,1673365946595,31.33
2214,1673365946760,31.34
2215,1673365946923,31.34
2216,1673365947088,31.34
2217,1673365947251,31.35
2218,1673365947416,31.37
2219,1673365947580,31.37
2220,1673365947744,31.37
2221,1673365947908,31.38
2222,1673365948072,31.39
2223,1673365948235,31.39
2224,1673365948399,31.4
2225,1673365948564,31.41
2226,1673365948728,31.41
2227,1673365948891,31.42
2228,1673365949055,31.43
2229,1673365949219,31.43
2230,1673365949384,31.44
2231,1673365949547,31.44
2232,1673365949712,31.46
2233,1673365949875,31.45
2234,1673365950040,31.46
2235,1673365950204,31.48
2236,1673365950367,31.48
2237,1673365950531,31.48
2238,1673365950696,31.48
2239,1673365950859,31.49
2240,1673365951024,31.51
2241,1673365951187,31.51
2242,1673365951352,31.53
2243,1673365951515,31.53
2244,1673365951680,31.53
2245,1673365951844,31.53
2246,1673365952008,31.54
2247,1673365952171,31.55
2248,1673365952336,31.54
2249,1673365952500,31.56
2250,1673365952663,31.56
2251,1673365952828,31.58
2252,1673365952991,31.58
2253,1673365953155,31.6
2254,1673365953320,31.59
2255,1673365953483,31.6
2256,1673365953648,31.6
2257,1673365953811,31.62
2258,1673365953976,31.61
2259,1673365954139,31.64
2260,1673365954303,31.64
2261,1673365954467,31.64
2262,1673365954632,31.66
2263,1673365954795,31.66
2264,1673365954959,31.66
2265,1673365955123,31.68
2266,1673365955288,31.68
2267,1673365955451,31.68
2268,1673365955615,31.69
2269,1673365955779,31.7
2270,1673365955944,31.7
2271,1673365956107,31.71
2272,1673365956271,31.72
2273,1673365956435,31.73
2274,1673365956599,31.74
2275,1673365956764,31.74
2276,1673365956927,31.74
2277,1673365957092,31.75
2278,1673365957255,31.75
2279,1673365957420,31.77
2280,1673365957584,31.77
2281,1673365957747,31.78
2282,1673365957911,31.77
2283,1673365958076,31.77
2284,1673365958239,31.79
2285,1673365958403,31.8
2286,1673365958568,31.8
2287,1673365958732,31.81
2288,1673365958896,31.82
2289,1673365959060,31.83
2290,1673365959223,31.83
2291,1673365959388,31.83
2292,1673365959552,31.84
2293,1673365959715,31.84
2294,1673365959879,31.84
2295,1673365960044,31.86
2296,1673365960208,31.86
2297,1673365960372,31.87
2298,1673365960535,31.86
2299,1673365960700,31.88
2300,1673365960864,31.89
2301,1673365961027,31.88
2302,1673365961191,31.89
2303,1673365961355,31.91
2304,1673365961519,31.91
2305,1673365961683,31.92
2306,1673365961847,31.93
2307,1673365962011,31.92
2308,1673365962176,31.94
2309,1673365962339,31.95
2310,1673365962504,31.94
2311,1673365962668,31.96
2312,1673365962832,31.95
2313,1673365962996,31.97
2314,1673365963159,31.97
2315,1673365963324,31.98
2316,1673365963487,31.98
2317,1673365963652,31.99
2318,1673365963816,32.01
2319,1673365963980,32.01
2320,1673365964143,32.02
2321,1673365964307,32.03
2322,1673365964471,32.03
2323,1673365964636,32.05
2324,1673365964800,32.04
2325,1673365964963,32.06
2326,1673365965128,32.05
2327,1673365965291,32.06
2328,1673365965455,32.07
2329,1673365965619,32.08
2330,1673365965783,32.08
2331,1673365965948,32.09
2332,1673365966111,32.08
2333,1673365966276,32.1
2334,1673365966439,32.11
2335,1673365966604,32.11
2336,1673365966767,32.12
2337,1673365966932,32.13
2338,1673365967095,32.12
2339,1673365967260,32.15
2340,1673365967423,32.14
2341,1673365967587,32.16
2342,1673365967751,32.15
2343,1673365967915,32.16
2344,1673365968079,32.17
2345,1673365968243,32.18
2346,1673365968408,32.18
2347,1673365968571,32.18
2348,1673365968735,32.2
2349,1673365968900,32.21
2350,1673365969064,32.21
2351,1673365969227,32.21
2352,1673365969392,32.22
2353,1673365969555,32.22
2354,1673365969719,32.24
2355,1673365969884,32.24
2356,1673365970048,32.25
2357,1673365970211,32.26
2358,1673365970375,32.26
2359,1673365970540,32.28
2360,1673365970703,32.27
2361,1673365970868,32.29
2362,1673365971031,32.29
2363,1673365971196,32.29
2364,1673365971359,32.3
2365,1673365971523,32.31
2366,1673365971687,32.31
2367,1673365971852,32.32
2368,1673365972016,32.33
2369,1673365972180,32.33
2370,1673365972344,32.34
2371,1673365972508,32.34
2372,1673365972672,32.35
2373,1673365972835,32.36
2374,1673365973000,32.36
2375,1673365973164,32.36
2376,1673365973327,32.38
2377,1673365973492,32.38
2378,1673365973656,32.38
2379,1673365973820,32.39
2380,1673365973983,32.4
2381,1673365974148,32.41
2382,1673365974312,32.41
2383,1673365974476,32.42
2384,1673365974639,32.43
2385,1673365974804,32.43
2386,1673365974967,32.43
2387,1673365975131,32.44
2388,1673365975296,32.43
2389,1673365975460,32.46
2390,1673365975623,32.46
2391,1673365975788,32.47
2392,1673365975951,32.49
2393,1673365976116,32.48
2394,1673365976280,32.49
2395,1673365976443,32.5
2396,1673365976607,32.5
2397,1673365976772,32.51
2398,1673365976935,32.52
2399,1673365977100,32.53
2400,1673365977263,32.52
2401,1673365977428,32.54
2402,1673365977592,32.53
2403,1673365977756,32.55
2404,1673365977920,32.55
2405,1673365978084,32.56
2406,1673365978248,32.56
2407,1673365978412,32.58
2408,1673365978576,32.57
2409,1673365978740,32.59
2410,1673365978904,32.58
2411,1673365979067,32.59
2412,1673365979231,32.59
2413,1673365979396,32.61
2414,1673365979560,32.61
2415,1673365979724,32.62
2416,1673365979888,32.62
2417,1673365980052,32.63
2418,1673365980215,32.64
2419,1673365980379,32.64
2420,1673365980543,32.65
2421,1673365980708,32.66
2422,1673365980871,32.66
2423,1673365981036,32.67
2424,1673365981200,32.67
2425,1673365981364,32.68
2426,1673365981527,32.69
2427,1673365981691,32.7
2428,1673365981855,32.7
2429,1673365982020,32.71
2430,1673365982183,32.71
2431,1673365982348,32.72
2432,1673365982511,32.73
2433,1673365982676,32.73
2434,1673365982840,32.73
2435,1673365983004,32.74
2436,1673365983168,32.73
2437,1673365983331,32.76
2438,1673365983495,32.76
2439,1673365983660,32.76
2440,1673365983823,32.77
2441,1673365983987,32.77
2442,1673365984152,32.78
2443,1673365984315,32.79
2444,1673365984480,32.79
2445,1673365984643,32.79
2446,1673365984807,32.8
2447,1673365984972,32.8
2448,1673365985136,32.83
2449,1673365985300,32.83
2450,1673365985464,32.83
2451,1673365985627,32.84
2452,1673365985792,32.84
2453,1673365985955,32.84
2454,1673365986119,32.85
2455,1673365986283,32.86
2456,1673365986448,32.87
2457,1673365986611,32.88
2458,1673365986776,32.87
2459,1673365986940,32.88
2460,1673365987104,32.88
2461,1673365987267,32.9
2462,1673365987432,32.9
2463,1673365987596,32.91
2464,1673365987759,32.92
2465,1673365987924,32.92
2466,1673365988088,32.93
2467,1673365988251,32.94
2468,1673365988415,32.95
2469,1673365988579,32.96
2470,1673365988744,32.96
2471,1673365988907,32.96
2472,1673365989071,32.96
2473,1673365989235,32.96
2474,1673365989400,32.97
2475,1673365989564,32.98
2476,1673365989728,32.99
2477,1673365989892,32.99
2478,1673365990055,33.0
2479,1673365990220,33.0
2480,1673365990383,33.01
2481,1673365990547,33.01
2482,1673365990712,33.02
2483,1673365990875,33.03
2484,1673365991039,33.04
2485,1673365991204,33.05
2486,1673365991368,33.04
2487,1673365991531,33.05
2488,1673365991696,33.05
2489,1673365991859,33.06
2490,1673365992024,33.06
2491,1673365992188,33.08
2492,1673365992352,33.08
2493,1673365992516,33.08
2494,1673365992679,33.08
2495,1673365992844,33.1
2496,1673365993007,33.09
2497,1673365993172,33.1
2498,1673365993336,33.1
2499,1673365993500,33.11
2500,1673365993663,33.12
2501,1673365993827,33.14
2502,1673365993992,33.13
2503,1673365994156,33.14
2504,1673365994320,33.15
2505,1673365994484,33.15
2506,1673365994647,33.15
2507,1673365994812,33.16
2508,1673365994976,33.16
2509,1673365995139,33.16
2510,1673365995303,33.17
2511,1673365995467,33.18
2512,1673365995632,33.17
2513,1673365995796,33.19
2514,1673365995959,33.19
2515,1673365996123,33.2
2516,1673365996287,33.2
2517,1673365996452,33.2
2518,1673365996616,33.22
2519,1673365996779,33.22
2520,1673365996943,33.23
2521,1673365997108,33.23
2522,1673365997271,33.24
2523,1673365997436,33.24
2524,1673365997600,33.25
2525,1673365997764,33.25
2526,1673365997928,33.26
2527,1673365998092,33.26
2528,1673365998255,33.28
2529,1673365998419,33.28
2530,1673365998584,33.28
2531,1673365998747,33.3
2532,1673365998912,33.29
2533,1673365999076,33.31
2534,1673365999239,33.32
2535,1673365999404,33.31
2536,1673365999568,33.32
2537,1673365999731,33.32
2538,1673365999895,33.33
2539,1673366000059,33.34
2540,1673366000224,33.33
2541,1673366000388,33.34
2542,1673366000551,33.34
2543,1673366000716,33.35
2544,1673366000879,33.36
2545,1673366001043,33.36
2546,1673366001208,33.38
2547,1673366001372,33.38
2548,1673366001536,33.38
2549,1673366001700,33.38
2550,1673366001864,33.39
2551,1673366002028,33.4
2552,1673366002191,33.4
2553,1673366002355,33.41
2554,1673366002519,33.41
2555,1673366002683,33.43
2556,1673366002848,33.43
2557,1673366003012,33.44
2558,1673366003176,33.44
2559,1673366003339,33.44
2560,1673366003504,33.45
2561,1673366003668,33.45
2562,1673366003831,33.45
2563,1673366003996,33.46
2564,1673366004159,33.47
2565,1673366004323,33.47
2566,1673366004488,33.48
2567,1673366004651,33.47
2568,1673366004816,33.5
2569,1673366004980,33.49
2570,1673366005144,33.5
2571,1673366005307,33.5
2572,1673366005472,33.52
2573,1673366005635,33.51
2574,1673366005800,33.53
2575,1673366005964,33.53
2576,1673366006128,33.54
2577,1673366006292,33.54
2578,1673366006455,33.54
2579,1673366006620,33.56
2580,1673366006783,33.56
2581,1673366006948,33.57
2582,1673366007111,33.57
2583,1673366007276,33.58
2584,1673366007440,33.58
2585,1673366007603,33.58
2586,1673366007768,33.59
2587,1673366007932,33.59
2588,1673366008096,33.6
2589,1673366008260,33.61
2590,1673366008424,33.61
2591,1673366008587,33.62
2592,1673366008751,33.62
2593,1673366008915,33.63
2594,1673366009080,33.63
2595,1673366009243,33.64
2596,1673366009408,33.64
2597,1673366009572,33.65
2598,1673366009736,33.65
2599,1673366009900,33.66
2600,1673366010063,33.67
2601,1673366010228,33.67
2602,1673366010391,33.68
2603,1673366010555,33.68
2604,1673366010720,33.68
2605,1673366010883,33.69
2606,1673366011047,33.69
2607,1673366011212,33.7
2608,1673366011375,33.71
2609,1673366011539,33.71
2610,1673366011703,33.71
2611,1673366011868,33.73
2612,1673366012032,33.72
2613,1673366012196,33.74
2614,1673366012359,33.74
2615,1673366012523,33.74
2616,1673366012687,33.75
2617,1673366012851,33.76
2618,1673366013016,33.75
2619,1673366013179,33.76
2620,1673366013343,33.77
2621,1673366013507,33.77
2622,1673366013672,33.78
2623,1673366013835,33.79
2624,1673366014000,33.79
2625,1673366014164,33.8
2626,1673366014327,33.79
2627,1673366014492,33.8
2628,1673366014655,33.8
2629,1673366014820,33.81
2630,1673366014983,33.82
2631,1673366015147,33.82
2632,1673366015312,33.82
2633,1673366015475,33.83
2634,1673366015640,33.83
2635,1673366015803,33.84
2636,1673366015967,33.85
2637,1673366016131,33.86
2638,1673366016295,33.85
2639,1673366016460,33.87
2640,1673366016624,33.87
2641,1673366016788,33.88
2642,1673366016952,33.87
2643,1673366017116,33.88
2644,1673366017280,33.88
2645,1673366017443,33.89
2646,1673366017607,33.9
2647,1673366017771,33.9
2648,1673366017935,33.91
2649,1673366018099,33.91
2650,1673366018264,33.91
2651,1673366018427,33.92
2652,1673366018592,33.93
2653,1673366018756,33.92
2654,1673366018920,33.94
2655,1673366019084,33.94
2656,1673366019247,33.93
2657,1673366019412,33.94
2658,1673366019575,33.95
2659,1673366019740,33.96
2660,1673366019904,33.96
2661,1673366020067,33.97
2662,1673366020232,33.97
2663,1673366020396,33.98
2664,1673366020560,33.98
2665,1673366020724,33.99
2666,1673366020887,34.0
2667,1673366021052,33.99
2668,1673366021216,34.0
2669,1673366021380,34.0
2670,1673366021545,34.01
2671,1673366021708,34.01
2672,1673366021872,34.02
2673,1673366022037,34.02
2674,1673366022200,34.02
2675,1673366022365,34.03
2676,1673366022529,34.03
2677,1673366022693,34.04
2678,1673366022857,34.05
2679,1673366023021,34.05
2680,1673366023184,34.06
2681,1673366023348,34.06
2682,1673366023513,34.05
2683,1673366023676,34.07
2684,1673366023840,34.07
2685,1673366024005,34.07
2686,1673366024168,34.09
2687,1673366024333,34.08
2688,1673366024497,34.09
2689,1673366024660,34.1
2690,1673366024825,34.09
2691,1673366024988,34.11
2692,1673366025153,34.12
2693,1673366025317,34.11
2694,1673366025481,34.11
2695,1673366025644,34.13
2696,1673366025809,34.11
2697,1673366025973,34.12
2698,1673366026136,34.13
2699,1673366026300,34.14
2700,1673366026465,34.14
2701,1673366026628,34.14
2702,1673366026793,34.14
2703,1673366026956,34.16
2704,1673366027121,34.15
2705,1673366027285,34.16
2706,1673366027448,34.17
2707,1673366027613,34.18
2708,1673366027777,34.17
2709,1673366027940,34.19
2710,1673366028105,34.19
2711,1673366028268,34.21
2712,1673366028432,34.21
2713,1673366028596,34.2
2714,1673366028760,34.22
2715,1673366028925,34.2
2716,1673366029088,34.22
2717,1673366029252,34.23
2718,1673366029417,34.22
2719,1673366029581,34.24
2720,1673366029745,34.24
2721,1673366029908,34.24
2722,1673366030073,34.24
2723,1673366030237,34.26
2724,1673366030400,34.25
2725,1673366030565,34.26
2726,1673366030729,34.26
2727,1673366030892,34.27
2728,1673366031057,34.27
2729,1673366031220,34.28
2730,1673366031385,34.29
2731,1673366031548,34.29
2732,1673366031713,34.29
2733,1673366031876,34.3
2734,1673366032041,34.3
2735,1673366032205,34.3
2736,1673366032369,34.31
2737,1673366032532,34.32
2738,1673366032697,34.32
2739,1673366032860,34.32
2740,1673366033025,34.32
2741,1673366033188,34.33
2742,1673366033352,34.33
2743,1673366033517,34.34
2744,1673366033680,34.34
2745,1673366033845,34.35
2746,1673366034008,34.35
2747,1673366034172,34.36
2748,1673366034336,34.36
2749,1673366034500,34.36
2750,1673366034665,34.37
2751,1673366034829,34.37
2752,1673366034993,34.37
2753,1673366035157,34.38
2754,1673366035320,34.39
2755,1673366035484,34.39
2756,1673366035649,34.4
2757,1673366035813,34.4
2758,1673366035976,34.41
2759,1673366036140,34.41
2760,1673366036305,34.41
2761,1673366036469,34.43
2762,1673366036632,34.42
2763,1673366036797,34.43
2764,1673366036960,34.43
2765,1673366037124,34.44
2766,1673366037289,34.43
2767,1673366037452,34.45
2768,1673366037617,34.45
2769,1673366037780,34.45
2770,1673366037944,34.45
2771,1673366038109,34.47
2772,1673366038272,34.47
2773,1673366038436,34.47
2774,1673366038600,34.48
2775,1673366038765,34.49
2776,1673366038928,34.49
2777,1673366039093,34.49
2778,1673366039256,34.49
2779,1673366039420,34.5
2780,1673366039584,34.51
2781,1673366039749,34.52
2782,1673366039912,34.52
2783,1673366040077,34.52
2784,1673366040241,34.52
2785,1673366040405,34.53
2786,1673366040569,34.54
2787,1673366040732,34.54
2788,1673366040897,34.53
2789,1673366041061,34.54
2790,1673366041224,34.55
2791,1673366041389,34.55
2792,1673366041552,34.57
2793,1673366041717,34.56
2794,1673366041880,34.57
2795,1673366042044,34.56
2796,1673366042209,34.56
2797,1673366042373,34.58
2798,1673366042536,34.58
2799,1673366042701,34.59
2800,1673366042864,34.6
2801,1673366043029,34.59
2802,1673366043192,34.6
2803,1673366043356,34.6
2804,1673366043521,34.61
2805,1673366043684,34.62
2806,1673366043849,34.61
2807,1673366044012,34.62
2808,1673366044176,34.62
2809,1673366044340,34.62
2810,1673366044505,34.62
2811,1673366044669,34.64
2812,1673366044833,34.63
2813,1673366044996,34.64
2814,1673366045161,34.64
2815,1673366045324,34.65
2816,1673366045489,34.64
2817,1673366045653,34.65
2818,1673366045816,34.65
2819,1673366045981,34.66
2820,1673366046145,34.66
2821,1673366046309,34.67
2822,1673366046472,34.68
2823,1673366046636,34.68
2824,1673366046801,34.69
2825,1673366046964,34.69
2826,1673366047128,34.7
2827,1673366047293,34.7
2828,1673366047456,34.69
2829,1673366047621,34.7
2830,1673366047785,34.7
2831,1673366047949,34.72
2832,1673366048113,34.7
2833,1673366048276,34.71
2834,1673366048441,34.72
2835,1673366048604,34.73
2836,1673366048768,34.73
2837,1673366048933,34.73
2838,1673366049097,34.74
2839,1673366049261,34.75
2840,1673366049424,34.76
2841,1673366049590,34.75
2842,1673366049753,34.76
2843,1673366049917,34.75
2844,1673366050080,34.76
2845,1673366050245,34.77
2846,1673366050408,34.77
2847,1673366050573,34.78
2848,1673366050737,34.78
2849,1673366050900,34.78
2850,1673366051064,34.78
2851,1673366051229,34.78
2852,1673366051393,34.82
2853,1673366051556,34.8
2854,1673366051721,34.81
2855,1673366051885,34.82
2856,1673366052048,34.8
2857,1673366052212,34.82
2858,1673366052377,34.82
2859,1673366052541,34.83
2860,1673366052704,34.82
2861,1673366052868,34.84
2862,1673366053033,34.85
2863,1673366053196,34.84
2864,1673366053360,34.84
2865,1673366053525,34.85
2866,1673366053688,34.85
2867,1673366053852,34.86
2868,1673366054016,34.86
2869,1673366054181,34.87
2870,1673366054345,34.88
2871,1673366054508,34.87
2872,1673366054673,34.87
2873,1673366054836,34.89
2874,1673366055000,34.88
2875,1673366055165,34.89
2876,1673366055328,34.9
2877,1673366055493,34.9
2878,1673366055656,34.91
2879,1673366055820,34.91
2880,1673366055985,34.91
2881,1673366056148,34.92
2882,1673366056312,34.92
2883,1673366056476,34.92
2884,1673366056640,34.92
2885,1673366056805,34.93
2886,1673366056968,34.94
2887,1673366057133,34.94
2888,1673366057296,34.95
2889,1673366057461,34.95
2890,1673366057624,34.95
2891,1673366057788,34.95
2892,1673366057953,34.96
2893,1673366058116,34.96
2894,1673366058281,34.97
2895,1673366058445,34.96
2896,1673366058609,34.97
2897,1673366058773,34.98
2898,1673366058936,34.98
2899,1673366059101,34.98
2900,1673366059264,34.99
2901,1673366059429,34.99
2902,1673366059593,35.0
2903,1673366059757,35.0
2904,1673366059920,35.01
2905,1673366060085,35.02
2906,1673366060248,35.01
2907,1673366060412,35.02
2908,1673366060576,35.03
2909,1673366060741,35.02
2910,1673366060904,35.02
2911,1673366061069,35.02
2912,1673366061232,35.04
2913,1673366061397,35.03
2914,1673366061560,35.03
2915,1673366061724,35.05
2916,1673366061888,35.05
2917,1673366062052,35.05
2918,1673366062217,35.05
2919,1673366062380,35.06
2920,1673366062545,35.07
2921,1673366062709,35.06
2922,1673366062872,35.07
2923,1673366063037,35.07
2924,1673366063201,35.08
2925,1673366063364,35.08
2926,1673366063529,35.08
2927,1673366063693,35.09
2928,1673366063857,35.09
2929,1673366064020,35.09
2930,1673366064185,35.1
2931,1673366064349,35.1
2932,1673366064513,35.09
2933,1673366064676,35.11
2934,1673366064840,35.1
2935,1673366065004,35.12
2936,1673366065169,35.11
2937,1673366065333,35.13
2938,1673366065497,35.12
2939,1673366065660,35.14
2940,1673366065825,35.13
2941,1673366065989,35.13
2942,1673366066152,35.15
2943,1673366066316,35.15
2944,1673366066480,35.15
2945,1673366066645,35.15
2946,1673366066808,35.17
2947,1673366066973,35.15
2948,1673366067137,35.16
2949,1673366067300,35.17
2950,1673366067464,35.18
2951,1673366067629,35.18
2952,1673366067792,35.18
2953,1673366067957,35.19
2954,1673366068120,35.18
2955,1673366068284,35.2
2956,1673366068448,35.19
2957,1673366068612,35.2
2958,1673366068777,35.2
2959,1673366068941,35.21
2960,1673366069104,35.2
2961,1673366069269,35.21
2962,1673366069432,35.21
2963,1673366069597,35.22
2964,1673366069761,35.24
2965,1673366069924,35.24
2966,1673366070089,35.22
2967,1673366070252,35.23
2968,1673366070417,35.25
2969,1673366070580,35.25
2970,1673366070744,35.25
2971,1673366070909,35.26
2972,1673366071073,35.25
2973,1673366071236,35.26
2974,1673366071400,35.26
2975,1673366071564,35.27
2976,1673366071729,35.26
2977,1673366071892,35.27
2978,1673366072057,35.27
2979,1673366072221,35.29
2980,1673366072384,35.28
2981,1673366072548,35.28
2982,1673366072712,35.29
2983,1673366072876,35.29
2984,1673366073041,35.3
2985,1673366073205,35.3
2986,1673366073368,35.31
2987,1673366073532,35.31
2988,1673366073697,35.31
2989,1673366073861,35.31
2990,1673366074024,35.32
2991,1673366074188,35.31
2992,1673366074352,35.31
2993,1673366074516,35.32
2994,1673366074681,35.32
2995,1673366074844,35.33
2996,1673366075008,35.33
2997,1673366075173,35.33
2998,1673366075336,35.35
2999,1673366075500,35.35
3000,1673366075664,35.35
3001,1673366075828,35.35
3002,1673366075993,35.34
3003,1673366076156,35.35
3004,1673366076321,35.35
3005,1673366076484,35.37
3006,1673366076649,35.36
3007,1673366076812,35.35
3008,1673366076976,35.38
3009,1673366077141,35.38
3010,1673366077305,35.38
3011,1673366077469,35.38
3012,1673366077633,35.38
3013,1673366077797,35.39
3014,1673366077961,35.39
3015,1673366078124,35.41
3016,1673366078289,35.41
3017,1673366078452,35.41
3018,1673366078616,35.41
3019,1673366078781,35.41
3020,1673366078944,35.42
3021,1673366079108,35.42
3022,1673366079273,35.42
3023,1673366079436,35.43
3024,1673366079600,35.43
3025,1673366079764,35.44
3026,1673366079929,35.44
3027,1673366080093,35.44
3028,1673366080256,35.44
3029,1673366080420,35.45
3030,1673366080584,35.44
3031,1673366080748,35.45
3032,1673366080913,35.46
3033,1673366081076,35.47
3034,1673366081241,35.46
3035,1673366081404,35.48
3036,1673366081568,35.48
3037,1673366081733,35.48
3038,1673366081897,35.48
3039,1673366082061,35.49
3040,1673366082225,35.5
3041,1673366082389,35.49
3042,1673366082553,35.5
3043,1673366082716,35.5
3044,1673366082881,35.5
3045,1673366083045,35.51
3046,1673366083208,35.52
3047,1673366083373,35.51
3048,1673366083536,35.51
3049,1673366083700,35.52
3050,1673366083865,35.52
3051,1673366084029,35.53
3052,1673366084193,35.54
3053,1673366084357,35.54
3054,1673366084521,35.54
3055,1673366084684,35.54
3056,1673366084849,35.54
3057,1673366085012,35.54
3058,1673366085177,35.55
3059,1673366085341,35.56
3060,1673366085504,35.55
3061,1673366085669,35.56
3062,1673366085833,35.57
3063,1673366085996,35.57
3064,1673366086161,35.57
3065,1673366086325,35.57
3066,1673366086489,35.57
3067,1673366086652,35.58
3068,1673366086817,35.58
3069,1673366086980,35.59
3070,1673366087144,35.59
3071,1673366087308,35.6
3072,1673366087473,35.59
3073,1673366087636,35.6
3074,1673366087800,35.6
3075,1673366087964,35.61
3076,1673366088129,35.61
3077,1673366088293,35.62
3078,1673366088457,35.62
3079,1673366088621,35.61
3080,1673366088784,35.62
3081,1673366088948,35.63
3082,1673366089113,35.63
3083,1673366089276,35.63
3084,1673366089440,35.64
3085,1673366089605,35.64
3086,1673366089769,35.64
3087,1673366089933,35.65
3088,1673366090096,35.64
3089,1673366090260,35.66
3090,1673366090425,35.66
3091,1673366090589,35.65
3092,1673366090752,35.67
3093,1673366090916,35.66
3094,1673366091081,35.67
3095,1673366091245,35.67
3096,1673366091408,35.67
3097,1673366091573,35.68
3098,1673366091737,35.68
3099,1673366091900,35.69
3100,1673366092065,35.68
3101,1673366092229,35.69
3102,1673366092392,35.68
3103,1673366092556,35.71
3104,1673366092721,35.69
3105,1673366092884,35.71
3106,1673366093048,35.71
3107,1673366093212,35.71
3108,1673366093377,35.71
3109,1673366093541,35.72
3110,1673366093705,35.72
3111,1673366093868,35.73
3112,1673366094032,35.72
3113,1673366094197,35.74
3114,1673366094360,35.74
3115,1673366094524,35.74
3116,1673366094688,35.74
3117,1673366094852,35.75
3118,1673366095017,35.76
3119,1673366095180,35.75
3120,1673366095345,35.77
3121,1673366095509,35.76
3122,1673366095672,35.75
3123,1673366095837,35.76
3124,1673366096001,35.76
3125,1673366096165,35.77
3126,1673366096328,35.78
3127,1673366096492,35.77
3128,1673366096657,35.79
3129,1673366096820,35.78
3130,1673366096985,35.79
3131,1673366097149,35.79
3132,1673366097313,35.79
3133,1673366097476,35.8
3134,1673366097640,35.8
3135,1673366097805,35.8
3136,1673366097969,35.82
3137,1673366098133,35.81
3138,1673366098296,35.81
3139,1673366098460,35.82
3140,1673366098624,35.83
3141,1673366098789,35.82
3142,1673366098952,35.83
3143,1673366099117,35.83
3144,1673366099280,35.84
3145,1673366099444,35.85
3146,1673366099609,35.84
3147,1673366099772,35.84
3148,1673366099936,35.85
3149,1673366100100,35.85
3150,1673366100264,35.85
3151,1673366100429,35.86
3152,1673366100594,35.86
3153,1673366100756,35.86
3154,1673366100921,35.86
3155,1673366101084,35.87
3156,1673366101249,35.87
3157,1673366101413,35.88
3158,1673366101577,35.88
3159,1673366101740,35.89
3160,1673366101904,35.89
3161,1673366102068,35.89
3162,1673366102233,35.9
3163,1673366102397,35.9
3164,1673366102560,35.9
3165,1673366102725,35.91
3166,1673366102889,35.9
3167,1673366103052,35.91
3168,1673366103216,35.91
3169,1673366103381,35.92
3170,1673366103544,35.92
3171,1673366103709,35.92
3172,1673366103873,35.92
3173,1673366104036,35.93
3174,1673366104201,35.92
3175,1673366104365,35.93
3176,1673366104528,35.94
3177,1673366104692,35.95
3178,1673366104856,35.95
3179,1673366105020,35.95
3180,1673366105185,35.96
3181,1673366105349,35.96
3182,1673366105512,35.95
3183,1673366105677,35.96
3184,1673366105840,35.97
3185,1673366106004,35.97
3186,1673366106169,35.98
3187,1673366106332,35.97
3188,1673366106497,35.97
3189,1673366106660,35.99
3190,1673366106825,35.98
3191,1673366106989,35.98
3192,1673366107153,35.99
3193,1673366107316,35.99
3194,1673366107480,35.99
3195,1673366107644,36.0
3196,1673366107809,36.0
3197,1673366107972,36.01
3198,1673366108137,36.01
3199,1673366108301,36.02
3200,1673366108465,36.02
3201,1673366108628,36.02
3202,1673366108793,36.02
3203,1673366108956,36.02
3204,1673366109121,36.02
3205,1673366109284,36.03
3206,1673366109448,36.04
3207,1673366109612,36.03
3208,1673366109776,36.04
3209,1673366109940,36.05
3210,1673366110104,36.05
3211,1673366110269,36.05
3212,1673366110432,36.05
3213,1673366110597,36.05
3214,1673366110760,36.05
3215,1673366110925,36.06
3216,1673366111088,36.07
3217,1673366111253,36.06
3218,1673366111416,36.07
3219,1673366111580,36.07
3220,1673366111744,36.08
3221,1673366111909,36.09
3222,1673366112072,36.08
3223,1673366112237,36.1
3224,1673366112401,36.1
3225,1673366112564,36.11
3226,1673366112728,36.1
3227,1673366112893,36.1
3228,1673366113056,36.12
3229,1673366113221,36.11
3230,1673366113384,36.12
3231,1673366113548,36.12
3232,1673366113712,36.12
3233,1673366113876,36.13
3234,1673366114041,36.14
3235,1673366114205,36.13
3236,1673366114368,36.13
3237,1673366114533,36.14
3238,1673366114697,36.15
3239,1673366114861,36.14
3240,1673366115025,36.15
3241,1673366115189,36.15
3242,1673366115353,36.15
3243,1673366115516,36.14
3244,1673366115680,36.16
3245,1673366115844,36.16
3246,1673366116008,36.16
3247,1673366116173,36.16
3248,1673366116336,36.16
3249,1673366116500,36.17
3250,1673366116665,36.17
3251,1673366116828,36.17
3252,1673366116992,36.18
3253,1673366117157,36.19
3254,1673366117320,36.18
3255,1673366117485,36.17
3256,1673366117648,36.18
3257,1673366117813,36.19
3258,1673366117977,36.19
3259,1673366118140,36.19
3260,1673366118305,36.2
3261,1673366118469,36.2
3262,1673366118632,36.21
3263,1673366118796,36.2
3264,1673366118961,36.19
3265,1673366119125,36.2
3266,1673366119288,36.22
3267,1673366119452,36.21
3268,1673366119617,36.21
3269,1673366119780,36.22
3270,1673366119945,36.22
3271,1673366120109,36.23
3272,1673366120273,36.23
3273,1673366120436,36.22
3274,1673366120600,36.22
3275,1673366120764,36.23
3276,1673366120928,36.24
3277,1673366121092,36.24
3278,1673366121257,36.24
3279,1673366121420,36.24
3280,1673366121585,36.25
3281,1673366121748,36.25
3282,1673366121912,36.25
3283,1673366122077,36.25
3284,1673366122240,36.26
